Div;Mes;Probabilidad;LocalVisitante;JuegaEuropa;MundialOEurocopa;GanaFavorito
P1;5;1,25;1;1;0;0
F1;5;1,25;1;1;0;1
E0;5;1,25;1;1;0;1
I1;5;1,25;1;1;0;1
I1;5;1,25;1;0;0;1
D1;9;1,300052002;1;0;0;1
D1;9;1,300052002;1;1;0;0
I1;10;1,300052002;1;1;0;1
E0;10;1,300052002;1;1;0;1
SP1;10;1,300052002;1;1;0;1
I1;11;1,300052002;1;1;0;0
D1;11;1,300052002;1;1;0;0
I1;11;1,300052002;1;1;0;1
P1;12;1,300052002;1;1;0;1
I1;12;1,300052002;1;1;0;0
SP1;1;1,300052002;1;1;0;1
E0;1;1,300052002;1;1;0;1
E0;1;1,300052002;1;0;0;0
SP1;1;1,300052002;1;1;0;1
D1;1;1,300052002;1;0;0;1
P1;1;1,300052002;1;1;0;0
SP1;2;1,300052002;1;1;0;1
SP1;2;1,300052002;1;1;0;1
SP1;2;1,300052002;1;1;0;1
I1;2;1,300052002;1;1;0;0
I1;2;1,300052002;1;1;0;1
D1;2;1,300052002;1;1;0;0
D1;2;1,300052002;1;1;0;0
P1;3;1,300052002;1;1;0;1
I1;3;1,300052002;1;1;0;1
I1;3;1,300052002;1;1;0;1
P1;4;1,300052002;1;1;0;1
P1;4;1,300052002;1;1;0;1
E0;4;1,300052002;1;1;0;1
E0;4;1,300052002;1;1;0;1
SP1;4;1,300052002;1;1;0;1
I1;4;1,300052002;1;1;0;1
P1;4;1,300052002;1;1;0;1
P1;5;1,300052002;1;0;0;0
E0;5;1,300052002;1;1;0;1
I1;5;1,300052002;1;1;0;1
SP1;5;1,300052002;1;1;0;0
F1;7;1,350074254;1;1;0;1
F1;8;1,350074254;1;1;0;0
F1;8;1,350074254;1;1;0;1
E0;8;1,350074254;1;1;0;1
P1;8;1,350074254;1;1;0;1
E0;9;1,350074254;1;1;0;1
E0;9;1,350074254;1;1;0;1
E0;9;1,350074254;1;1;0;1
E0;9;1,350074254;1;1;0;0
D1;10;1,350074254;1;1;0;1
SP1;10;1,350074254;1;1;0;0
I1;11;1,350074254;1;1;0;0
I1;11;1,350074254;1;1;0;1
I1;11;1,350074254;1;0;0;1
E0;12;1,350074254;1;1;0;1
E0;12;1,350074254;1;1;0;1
I1;12;1,350074254;1;1;0;1
I1;12;1,350074254;1;1;0;0
I1;12;1,350074254;1;1;0;0
SP1;12;1,350074254;1;1;0;1
E0;12;1,350074254;1;1;0;1
E0;1;1,350074254;1;1;0;1
P1;1;1,350074254;1;0;0;1
I1;1;1,350074254;1;1;0;1
I1;3;1,350074254;1;1;0;1
E0;3;1,350074254;1;1;0;1
E0;3;1,350074254;1;1;0;0
I1;4;1,350074254;1;1;0;0
P1;4;1,350074254;1;0;0;0
SP1;4;1,350074254;1;1;0;0
F1;4;1,350074254;1;0;0;0
P1;4;1,350074254;1;1;0;1
P1;4;1,350074254;1;0;0;0
P1;5;1,350074254;1;1;0;0
P1;5;1,350074254;1;0;0;1
E0;5;1,350074254;1;1;0;0
I1;5;1,350074254;1;1;0;1
F1;5;1,350074254;1;1;0;0
SP1;5;1,350074254;1;1;0;0
D1;5;1,350074254;1;0;0;1
F1;5;1,350074254;1;0;0;1
SP1;5;1,350074254;1;0;0;0
P1;5;1,350074254;1;1;0;0
F1;8;1,399972001;1;1;0;0
F1;8;1,399972001;1;1;0;1
E0;9;1,399972001;1;1;0;0
F1;9;1,399972001;1;1;0;1
E0;9;1,399972001;1;0;0;1
E0;9;1,399972001;1;1;0;0
SP1;9;1,399972001;1;1;0;1
D1;9;1,399972001;1;1;0;0
P1;9;1,399972001;1;0;0;0
P1;10;1,399972001;1;0;0;1
I1;10;1,399972001;1;1;0;1
I1;10;1,399972001;1;0;0;1
D1;10;1,399972001;1;0;0;0
P1;10;1,399972001;1;0;0;0
I1;11;1,399972001;1;1;0;1
D1;11;1,399972001;1;0;0;0
P1;11;1,399972001;1;0;0;1
SP1;11;1,399972001;1;1;0;0
P1;11;1,399972001;1;0;0;1
P1;11;1,399972001;1;1;0;1
F1;11;1,399972001;1;1;0;0
F1;11;1,399972001;1;1;0;0
E0;12;1,399972001;1;1;0;1
F1;12;1,399972001;1;1;0;1
E0;12;1,399972001;1;1;0;1
D1;12;1,399972001;1;0;0;1
SP1;12;1,399972001;1;1;0;1
SP1;12;1,399972001;1;1;0;1
P1;12;1,399972001;1;0;0;1
E0;12;1,399972001;1;0;0;1
P1;12;1,399972001;1;0;0;1
SP1;12;1,399972001;1;1;0;1
P1;12;1,399972001;1;1;0;1
E0;12;1,399972001;1;1;0;0
E0;1;1,399972001;1;1;0;1
I1;1;1,399972001;1;1;0;0
P1;2;1,399972001;1;0;0;0
P1;2;1,399972001;1;1;0;0
E0;2;1,399972001;1;1;0;1
D1;2;1,399972001;1;1;0;1
F1;2;1,399972001;1;0;0;1
D1;3;1,399972001;1;1;0;1
SP1;3;1,399972001;1;1;0;0
D1;3;1,399972001;1;1;0;0
SP1;4;1,399972001;1;1;0;1
F1;4;1,399972001;1;1;0;1
F1;4;1,399972001;1;0;0;1
D1;4;1,399972001;1;0;0;1
P1;4;1,399972001;1;0;0;1
E0;4;1,399972001;1;1;0;1
E0;4;1,399972001;1;1;0;0
E0;4;1,399972001;1;1;0;0
I1;4;1,399972001;1;0;0;1
D1;4;1,399972001;1;1;0;1
SP1;4;1,399972001;1;1;0;1
E0;5;1,399972001;1;1;0;1
E0;5;1,399972001;1;1;0;1
D1;5;1,399972001;1;1;0;1
I1;5;1,399972001;1;1;0;1
SP1;5;1,399972001;1;1;0;1
D1;5;1,399972001;1;0;0;0
D1;5;1,399972001;1;0;0;1
I1;5;1,399972001;0;1;0;1
SP1;5;1,399972001;1;1;0;1
SP1;5;1,399972001;1;0;0;1
D1;8;1,449905756;1;0;0;1
D1;8;1,449905756;1;1;0;1
D1;8;1,449905756;1;1;0;0
D1;8;1,449905756;1;0;0;1
E0;8;1,449905756;1;1;0;1
P1;8;1,449905756;1;0;0;0
F1;8;1,449905756;1;1;0;1
F1;8;1,449905756;1;0;0;1
F1;8;1,449905756;1;1;0;1
D1;9;1,449905756;1;1;0;1
D1;9;1,449905756;1;0;0;1
F1;9;1,449905756;1;1;0;1
SP1;9;1,449905756;1;1;0;0
SP1;9;1,449905756;1;0;0;0
P1;9;1,449905756;1;0;0;1
P1;9;1,449905756;1;1;0;0
E0;9;1,449905756;1;0;0;0
F1;9;1,449905756;1;1;0;0
D1;9;1,449905756;1;1;0;1
F1;9;1,449905756;1;0;0;0
I1;10;1,449905756;1;1;0;1
D1;10;1,449905756;1;0;0;1
P1;10;1,449905756;1;1;0;1
P1;10;1,449905756;1;0;0;1
SP1;10;1,449905756;1;1;0;1
SP1;10;1,449905756;1;0;0;0
P1;10;1,449905756;1;1;0;1
I1;11;1,449905756;1;0;0;0
I1;11;1,449905756;1;1;0;0
D1;11;1,449905756;1;1;0;1
I1;11;1,449905756;1;0;0;0
P1;11;1,449905756;0;1;0;0
I1;11;1,449905756;1;0;0;1
SP1;11;1,449905756;1;1;0;1
P1;11;1,449905756;0;1;0;1
P1;11;1,449905756;1;0;0;0
P1;11;1,449905756;1;1;0;1
SP1;11;1,449905756;1;0;0;0
P1;11;1,449905756;0;1;0;1
P1;11;1,449905756;1;0;0;0
P1;11;1,449905756;1;1;0;0
D1;11;1,449905756;1;0;0;1
SP1;11;1,449905756;1;1;0;1
D1;12;1,449905756;1;1;0;0
E0;12;1,449905756;1;1;0;1
F1;12;1,449905756;1;1;0;1
SP1;12;1,449905756;1;0;0;0
D1;12;1,449905756;1;1;0;1
F1;12;1,449905756;1;0;0;1
P1;12;1,449905756;1;0;0;0
F1;12;1,449905756;1;1;0;0
E0;12;1,449905756;1;1;0;1
I1;12;1,449905756;1;0;0;1
E0;1;1,449905756;0;1;0;1
F1;1;1,449905756;1;0;0;1
I1;1;1,449905756;1;1;0;1
I1;1;1,449905756;1;1;0;1
D1;2;1,449905756;1;1;0;1
D1;2;1,449905756;1;0;0;0
I1;2;1,449905756;1;1;0;0
I1;2;1,449905756;1;0;0;0
D1;2;1,449905756;1;1;0;0
P1;2;1,449905756;1;0;0;1
D1;3;1,449905756;1;0;0;1
E0;3;1,449905756;1;0;0;1
D1;3;1,449905756;1;1;0;0
SP1;3;1,449905756;1;1;0;1
SP1;3;1,449905756;1;1;0;0
SP1;4;1,449905756;1;0;0;0
SP1;4;1,449905756;1;0;0;0
E0;4;1,449905756;1;0;0;1
E0;4;1,449905756;1;1;0;0
E0;4;1,449905756;1;1;0;1
D1;4;1,449905756;1;1;0;0
E0;4;1,449905756;1;0;0;1
D1;4;1,449905756;1;1;0;1
SP1;4;1,449905756;1;1;0;1
D1;5;1,449905756;1;0;0;1
SP1;5;1,449905756;1;1;0;1
P1;5;1,449905756;0;1;0;1
F1;7;1,449905756;1;0;0;1
F1;7;1,499925004;1;1;0;0
F1;8;1,499925004;1;0;0;1
E0;8;1,499925004;1;0;0;1
F1;8;1,499925004;1;0;0;1
E0;8;1,499925004;0;1;0;0
F1;9;1,499925004;1;1;0;0
SP1;9;1,499925004;1;1;0;1
E0;9;1,499925004;1;1;0;0
D1;9;1,499925004;1;0;0;0
F1;9;1,499925004;1;1;0;1
F1;9;1,499925004;1;1;0;1
SP1;9;1,499925004;1;0;0;1
E0;9;1,499925004;1;0;0;1
SP1;10;1,499925004;1;0;0;1
I1;10;1,499925004;1;0;0;1
P1;10;1,499925004;1;0;0;1
P1;10;1,499925004;1;1;0;0
D1;10;1,499925004;0;1;0;0
D1;10;1,499925004;1;0;0;1
P1;10;1,499925004;1;1;0;1
E0;10;1,499925004;1;1;0;1
E0;10;1,499925004;1;1;0;1
E0;10;1,499925004;1;1;0;1
E0;10;1,499925004;1;0;0;1
D1;10;1,499925004;1;1;0;1
F1;10;1,499925004;1;1;0;0
P1;10;1,499925004;1;0;0;1
F1;10;1,499925004;1;0;0;1
P1;10;1,499925004;0;1;0;1
I1;11;1,499925004;1;0;0;1
D1;11;1,499925004;1;1;0;1
SP1;11;1,499925004;1;0;0;1
I1;11;1,499925004;1;0;0;1
F1;11;1,499925004;1;0;0;0
F1;11;1,499925004;1;0;0;0
I1;12;1,499925004;1;0;0;0
E0;12;1,499925004;1;1;0;1
P1;12;1,499925004;1;1;0;1
E0;12;1,499925004;1;1;0;0
D1;12;1,499925004;1;1;0;1
SP1;12;1,499925004;1;1;0;0
I1;12;1,499925004;1;1;0;1
F1;12;1,499925004;1;1;0;1
F1;12;1,499925004;1;1;0;1
E0;12;1,499925004;1;0;0;0
F1;12;1,499925004;1;0;0;1
E0;12;1,499925004;1;1;0;0
SP1;12;1,499925004;1;1;0;1
E0;12;1,499925004;1;1;0;1
E0;1;1,499925004;1;1;0;0
I1;1;1,499925004;1;0;0;1
P1;1;1,499925004;1;0;0;1
SP1;1;1,499925004;1;1;0;1
E0;1;1,499925004;1;1;0;0
D1;1;1,499925004;1;0;0;1
D1;1;1,499925004;1;1;0;1
E0;1;1,499925004;1;1;0;1
E0;2;1,499925004;1;0;0;1
SP1;2;1,499925004;1;1;0;1
I1;2;1,499925004;1;1;0;1
I1;2;1,499925004;1;0;0;0
SP1;2;1,499925004;1;0;0;1
F1;3;1,499925004;1;1;0;1
SP1;3;1,499925004;1;0;0;1
I1;4;1,499925004;1;1;0;0
P1;4;1,499925004;1;0;0;1
I1;4;1,499925004;1;0;0;1
SP1;4;1,499925004;1;0;0;1
E0;4;1,499925004;1;1;0;1
D1;5;1,499925004;1;0;0;0
SP1;5;1,499925004;1;1;0;1
P1;5;1,499925004;0;1;0;1
F1;7;1,549907006;1;1;0;0
D1;8;1,549907006;1;1;0;1
E0;8;1,549907006;1;1;0;1
E0;8;1,549907006;1;0;0;1
SP1;9;1,549907006;1;1;0;1
SP1;9;1,549907006;1;0;0;1
P1;9;1,549907006;1;0;0;0
E0;9;1,549907006;1;0;0;0
SP1;10;1,549907006;1;0;0;0
P1;10;1,549907006;0;1;0;1
E0;10;1,549907006;1;1;0;1
P1;10;1,549907006;0;1;0;1
SP1;10;1,549907006;1;0;0;0
P1;10;1,549907006;1;0;0;1
E0;10;1,549907006;1;0;0;0
P1;11;1,549907006;1;0;0;0
D1;11;1,549907006;1;0;0;1
D1;11;1,549907006;1;1;0;0
I1;11;1,549907006;1;0;0;1
F1;11;1,549907006;1;0;0;0
F1;11;1,549907006;1;1;0;1
F1;11;1,549907006;1;0;0;0
I1;11;1,549907006;1;1;0;1
SP1;12;1,549907006;1;1;0;1
P1;12;1,549907006;0;1;0;0
E0;1;1,549907006;1;1;0;0
SP1;1;1,549907006;1;0;0;0
E0;1;1,549907006;1;0;0;1
F1;1;1,549907006;1;0;0;0
SP1;1;1,549907006;1;1;0;0
P1;1;1,549907006;1;0;0;1
P1;1;1,549907006;1;0;0;0
E0;2;1,549907006;1;1;0;1
P1;2;1,549907006;1;0;0;0
F1;2;1,549907006;1;1;0;0
F1;2;1,549907006;1;0;0;1
E0;2;1,549907006;1;1;0;0
D1;2;1,549907006;1;1;0;1
D1;2;1,549907006;1;1;0;1
I1;2;1,549907006;1;1;0;0
E0;2;1,549907006;1;0;0;0
D1;2;1,549907006;0;1;0;0
I1;2;1,549907006;1;0;0;0
E0;2;1,549907006;1;0;0;0
I1;2;1,549907006;1;1;0;1
D1;3;1,549907006;1;0;0;1
P1;3;1,549907006;1;0;0;0
D1;4;1,549907006;1;1;0;0
D1;4;1,549907006;1;1;0;1
SP1;4;1,549907006;1;1;0;0
I1;4;1,549907006;1;0;0;1
I1;4;1,549907006;1;1;0;1
P1;4;1,549907006;0;1;0;1
D1;4;1,549907006;1;1;0;1
SP1;4;1,549907006;1;0;0;0
SP1;4;1,549907006;1;0;0;1
I1;4;1,549907006;1;0;0;1
E0;5;1,549907006;0;1;0;1
D1;5;1,549907006;1;0;0;0
SP1;5;1,549907006;1;1;0;1
SP1;5;1,549907006;1;1;0;1
E0;5;1,549907006;1;0;0;1
F1;5;1,549907006;1;0;0;1
F1;8;1,6;1;1;0;0
E0;8;1,6;1;1;0;1
F1;8;1,6;1;0;0;1
E0;8;1,6;1;0;0;1
E0;9;1,6;1;1;0;1
SP1;9;1,6;1;1;0;1
F1;9;1,6;1;0;0;0
P1;9;1,6;1;0;0;0
D1;9;1,6;1;1;0;1
SP1;9;1,6;1;0;0;1
F1;9;1,6;1;0;0;0
F1;9;1,6;1;0;0;0
SP1;9;1,6;1;0;0;0
P1;9;1,6;0;1;0;1
D1;9;1,6;1;1;0;1
E0;9;1,6;1;1;0;0
E0;9;1,6;1;0;0;0
D1;9;1,6;1;1;0;0
SP1;10;1,6;1;1;0;1
F1;10;1,6;1;1;0;1
E0;10;1,6;1;1;0;1
D1;10;1,6;1;1;0;1
D1;10;1,6;1;0;0;1
F1;10;1,6;1;0;0;1
E0;10;1,6;1;0;0;0
SP1;10;1,6;1;0;0;0
E0;10;1,6;1;0;0;1
E0;10;1,6;1;1;0;1
F1;10;1,6;1;0;0;0
SP1;11;1,6;1;1;0;1
E0;11;1,6;1;0;0;1
E0;11;1,6;0;1;0;1
D1;11;1,6;1;1;0;1
SP1;11;1,6;1;1;0;1
P1;11;1,6;1;0;0;1
E0;11;1,6;1;0;0;0
D1;11;1,6;1;0;0;0
SP1;11;1,6;1;0;0;1
E0;11;1,6;0;1;0;1
P1;11;1,6;1;0;0;1
D1;11;1,6;1;1;0;0
D1;11;1,6;1;1;0;1
P1;12;1,6;1;0;0;1
E0;12;1,6;1;0;0;0
I1;12;1,6;1;1;0;1
F1;12;1,6;1;0;0;1
D1;12;1,6;1;0;0;1
I1;12;1,6;1;0;0;0
D1;12;1,6;1;0;0;0
SP1;12;1,6;1;1;0;1
F1;12;1,6;1;1;0;0
P1;12;1,6;1;0;0;0
F1;12;1,6;1;1;0;1
E0;12;1,6;1;0;0;1
SP1;1;1,6;1;0;0;1
P1;1;1,6;1;0;0;1
P1;1;1,6;1;0;0;1
E0;1;1,6;1;1;0;1
E0;1;1,6;1;1;0;0
I1;1;1,6;1;0;0;1
SP1;1;1,6;1;0;0;1
F1;1;1,6;1;1;0;1
F1;1;1,6;1;1;0;1
F1;1;1,6;1;0;0;0
SP1;1;1,6;1;0;0;1
E0;1;1,6;1;1;0;1
F1;2;1,6;1;0;0;0
F1;2;1,6;1;1;0;0
SP1;2;1,6;1;0;0;1
D1;2;1,6;1;0;0;0
D1;2;1,6;1;0;0;0
P1;2;1,6;0;1;0;1
I1;2;1,6;1;0;0;1
SP1;2;1,6;1;0;0;0
SP1;2;1,6;1;1;0;1
E0;3;1,6;1;1;0;1
F1;3;1,6;1;0;0;1
D1;3;1,6;1;0;0;0
D1;3;1,6;1;1;0;1
E0;3;1,6;1;1;0;0
D1;3;1,6;1;0;0;0
F1;3;1,6;1;0;0;0
SP1;3;1,6;1;0;0;0
E0;3;1,6;1;1;0;1
E0;3;1,6;1;1;0;1
P1;4;1,6;1;0;0;1
P1;4;1,6;1;0;0;0
E0;4;1,6;1;1;0;1
D1;4;1,6;1;0;0;0
SP1;4;1,6;1;0;0;1
D1;4;1,6;1;0;0;1
E0;4;1,6;1;0;0;0
E0;4;1,6;1;0;0;1
D1;4;1,6;1;1;0;0
I1;4;1,6;1;0;0;0
P1;4;1,6;1;0;0;1
SP1;4;1,6;1;1;0;0
I1;5;1,6;1;0;0;0
F1;5;1,6;1;0;0;1
F1;5;1,6;1;1;0;0
I1;5;1,6;1;1;0;0
F1;5;1,6;1;0;0;0
P1;5;1,6;1;0;0;0
P1;5;1,6;1;0;0;0
SP1;5;1,6;1;0;0;1
D1;8;1,649892757;1;0;0;1
E0;8;1,649892757;0;1;0;0
E0;8;1,649892757;1;0;0;0
F1;9;1,649892757;1;1;0;0
P1;9;1,649892757;1;0;0;1
F1;9;1,649892757;1;0;0;0
SP1;10;1,649892757;1;0;0;0
I1;10;1,649892757;1;1;0;0
SP1;10;1,649892757;1;0;0;1
P1;10;1,649892757;1;0;0;1
E0;10;1,649892757;1;0;0;1
F1;10;1,649892757;1;1;0;0
P1;10;1,649892757;1;0;0;0
D1;11;1,649892757;1;1;0;1
P1;11;1,649892757;1;0;0;0
E0;11;1,649892757;0;1;0;1
SP1;11;1,649892757;1;0;0;1
I1;11;1,649892757;1;0;0;1
SP1;12;1,649892757;1;0;0;1
E0;12;1,649892757;0;1;0;0
P1;12;1,649892757;1;0;0;0
P1;12;1,649892757;1;0;0;0
D1;12;1,649892757;1;1;0;0
I1;1;1,649892757;1;1;0;0
F1;1;1,649892757;1;0;0;0
SP1;1;1,649892757;1;0;0;0
P1;1;1,649892757;1;0;0;0
P1;1;1,649892757;0;1;0;0
D1;2;1,649892757;1;0;0;1
D1;2;1,649892757;1;0;0;1
D1;2;1,649892757;1;0;0;1
F1;2;1,649892757;1;1;0;1
SP1;2;1,649892757;1;0;0;1
I1;2;1,649892757;1;0;0;1
F1;3;1,649892757;1;0;0;0
I1;3;1,649892757;1;1;0;1
D1;3;1,649892757;1;1;0;0
D1;3;1,649892757;1;0;0;1
SP1;3;1,649892757;1;0;0;1
I1;4;1,649892757;1;0;0;0
SP1;4;1,649892757;1;1;0;1
I1;4;1,649892757;1;0;0;1
P1;4;1,649892757;1;0;0;0
D1;4;1,649892757;1;0;0;0
SP1;4;1,649892757;1;1;0;0
SP1;4;1,649892757;1;0;0;1
P1;4;1,649892757;1;0;0;1
SP1;5;1,649892757;1;0;0;0
SP1;5;1,649892757;1;0;0;0
E0;5;1,649892757;1;0;0;0
E0;5;1,649892757;0;1;0;1
I1;5;1,649892757;1;0;0;0
F1;7;1,700102006;1;0;0;0
F1;8;1,700102006;1;0;0;0
P1;8;1,700102006;1;0;0;1
P1;8;1,700102006;1;0;0;0
P1;8;1,700102006;0;1;0;0
P1;8;1,700102006;1;0;0;1
E0;9;1,700102006;1;0;0;1
E0;9;1,700102006;1;1;0;1
D1;9;1,700102006;1;0;0;0
F1;9;1,700102006;1;0;0;1
F1;9;1,700102006;1;0;0;1
F1;9;1,700102006;1;0;0;1
E0;9;1,700102006;0;1;0;0
SP1;9;1,700102006;1;1;0;0
F1;9;1,700102006;1;0;0;1
P1;9;1,700102006;1;0;0;0
P1;9;1,700102006;1;0;0;1
D1;9;1,700102006;1;0;0;0
SP1;9;1,700102006;1;1;0;0
SP1;9;1,700102006;1;0;0;0
P1;9;1,700102006;1;0;0;0
F1;9;1,700102006;1;1;0;0
F1;9;1,700102006;1;0;0;0
I1;10;1,700102006;1;0;0;0
E0;10;1,700102006;1;0;0;1
SP1;10;1,700102006;1;1;0;1
F1;10;1,700102006;1;0;0;0
F1;10;1,700102006;1;0;0;0
F1;10;1,700102006;1;0;0;0
P1;10;1,700102006;1;0;0;0
E0;10;1,700102006;1;1;0;1
D1;10;1,700102006;1;0;0;0
SP1;10;1,700102006;1;0;0;1
F1;10;1,700102006;1;1;0;0
SP1;11;1,700102006;1;0;0;1
SP1;11;1,700102006;1;0;0;0
D1;11;1,700102006;1;0;0;1
E0;11;1,700102006;1;0;0;1
E0;11;1,700102006;1;0;0;1
F1;11;1,700102006;1;1;0;0
SP1;11;1,700102006;1;0;0;0
I1;11;1,700102006;1;1;0;1
I1;11;1,700102006;1;0;0;0
E0;11;1,700102006;1;1;0;0
SP1;11;1,700102006;1;0;0;1
D1;11;1,700102006;1;0;0;1
SP1;11;1,700102006;1;1;0;1
E0;12;1,700102006;1;0;0;1
P1;12;1,700102006;1;0;0;1
I1;12;1,700102006;1;0;0;1
SP1;12;1,700102006;1;0;0;1
P1;12;1,700102006;0;1;0;0
E0;12;1,700102006;1;1;0;1
E0;12;1,700102006;1;1;0;1
I1;12;1,700102006;1;0;0;1
SP1;12;1,700102006;1;0;0;1
SP1;12;1,700102006;1;0;0;1
E0;12;1,700102006;1;0;0;0
E0;12;1,700102006;1;0;0;0
E0;1;1,700102006;1;1;0;1
I1;1;1,700102006;1;0;0;1
F1;1;1,700102006;1;1;0;1
SP1;1;1,700102006;1;0;0;1
I1;1;1,700102006;1;0;0;0
D1;1;1,700102006;1;0;0;1
F1;1;1,700102006;1;0;0;1
SP1;1;1,700102006;1;0;0;0
E0;2;1,700102006;1;0;0;0
F1;2;1,700102006;1;0;0;0
SP1;2;1,700102006;1;0;0;1
SP1;2;1,700102006;1;0;0;1
P1;2;1,700102006;1;0;0;0
P1;2;1,700102006;1;0;0;0
D1;2;1,700102006;1;1;0;0
SP1;2;1,700102006;1;0;0;0
SP1;2;1,700102006;0;1;0;0
I1;2;1,700102006;1;0;0;1
D1;2;1,700102006;1;1;0;0
SP1;2;1,700102006;1;1;0;0
F1;2;1,700102006;1;0;0;1
I1;2;1,700102006;1;0;0;1
D1;3;1,700102006;1;0;0;1
P1;3;1,700102006;1;0;0;1
P1;3;1,700102006;1;0;0;1
P1;3;1,700102006;1;0;0;1
P1;3;1,700102006;0;1;0;0
E0;3;1,700102006;1;0;0;1
F1;3;1,700102006;1;1;0;1
P1;3;1,700102006;1;0;0;1
I1;3;1,700102006;0;1;0;0
P1;3;1,700102006;0;1;0;0
E0;4;1,700102006;1;1;0;0
D1;4;1,700102006;1;1;0;0
SP1;4;1,700102006;1;0;0;1
F1;4;1,700102006;1;1;0;1
D1;4;1,700102006;1;0;0;1
E0;4;1,700102006;1;0;0;1
D1;4;1,700102006;0;0;0;0
P1;4;1,700102006;1;0;0;1
SP1;5;1,700102006;1;0;0;1
P1;5;1,700102006;0;1;0;1
E0;5;1,700102006;1;1;0;0
D1;5;1,700102006;1;0;0;1
D1;5;1,700102006;1;0;0;1
I1;5;1,700102006;1;0;0;0
I1;5;1,700102006;1;1;0;0
F1;8;1,750087504;1;0;0;1
D1;8;1,750087504;0;1;0;1
E0;8;1,750087504;0;1;0;0
D1;9;1,750087504;1;0;0;0
D1;9;1,750087504;1;0;0;1
E0;9;1,750087504;1;1;0;1
D1;9;1,750087504;1;0;0;0
E0;9;1,750087504;1;1;0;0
E0;9;1,750087504;1;0;0;0
D1;9;1,750087504;1;0;0;1
F1;9;1,750087504;1;0;0;1
I1;10;1,750087504;0;1;0;0
F1;10;1,750087504;1;0;0;0
SP1;10;1,750087504;1;0;0;0
